File,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD,HCLOC,HCWORD
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\conn_VisaB_CreditCard\impl\IInterfaceTags.java,13,5,4,0,3,0,5,15,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\conn_VisaB_CreditCard\impl\Manager.java,93,64,47,9,21,0,8,18,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\conn_VisaB_CreditCard\prov\IManager.java,29,11,10,0,10,7,8,55,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\conn_VisaB_VisaBSensor\impl\Adapter.java,44,19,12,2,6,0,19,58,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\conn_VisaB_VisaBSensor\impl\ComponentFactory.java,21,12,8,2,4,0,5,15,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\conn_VisaB_VisaBSensor\impl\IInterfaceTags.java,13,5,4,0,3,0,5,15,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\conn_VisaB_VisaBSensor\impl\Manager.java,93,64,47,9,21,0,8,18,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\conn_VisaB_VisaBSensor\prov\IManager.java,29,11,10,0,10,7,8,55,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\conn_VisaC_CreditCard\impl\Adapter.java,44,19,12,2,6,0,19,58,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\conn_VisaC_CreditCard\impl\ComponentFactory.java,21,12,8,2,4,0,5,15,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\conn_VisaC_CreditCard\impl\IInterfaceTags.java,13,5,4,0,3,0,5,15,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\conn_VisaC_CreditCard\impl\Manager.java,93,64,47,9,21,0,8,18,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\conn_VisaC_CreditCard\prov\IManager.java,29,11,10,0,10,7,8,55,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\conn_VisaC_VisaCSensor\impl\Adapter.java,44,19,12,2,6,0,19,58,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\conn_VisaC_VisaCSensor\impl\ComponentFactory.java,21,12,8,2,4,0,5,15,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\conn_VisaC_VisaCSensor\impl\IInterfaceTags.java,13,5,4,0,3,0,5,15,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\conn_VisaC_VisaCSensor\impl\Manager.java,93,64,47,9,21,0,8,18,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\conn_VisaC_VisaCSensor\prov\IManager.java,29,11,10,0,10,7,8,55,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\controller\core\ControllerM.java,93,55,41,8,15,0,23,71,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\controller\core\ControllerMFactory.java,18,10,7,2,3,0,5,15,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\controller\impl\ComponentFactory.java,21,12,8,2,4,0,5,15,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\controller\impl\IControllerManagerFacade.java,66,38,28,8,10,0,18,63,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\controller\impl\IInterfaceTags.java,18,8,7,0,3,0,7,17,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\controller\impl\Manager.java,106,70,53,9,28,0,8,18,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\controller\prov\IControllerManager.java,30,12,11,0,4,0,14,70,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\controller\prov\IManager.java,29,11,10,0,10,7,8,55,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\controller\req\ICatalogueManager.java,25,5,4,0,6,0,14,71,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\controller\req\IGUIManager.java,19,3,2,0,4,0,12,66,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\controller\req\IPaymentManager.java,25,10,9,0,3,0,12,66,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\analyzer\core\Analyzer.java,78,58,44,12,16,2,4,20,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\analyzer\core\AnalyzerFactory.java,17,10,7,2,4,0,3,8,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\analyzer\core\IInterfaceTags.java,7,4,3,0,2,0,1,1,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\analyzer\impl\ComponentFactory.java,20,12,8,2,5,0,3,8,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\analyzer\impl\IAnalysisManagerFacade.java,41,28,20,3,10,0,3,8,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\analyzer\impl\IInterfaceTags.java,12,6,5,0,4,0,2,2,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\analyzer\impl\Manager.java,93,65,48,9,22,0,6,11,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\analyzer\prov\IAnalysisManager.java,18,8,7,0,7,0,3,7,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\analyzer\prov\IManager.java,29,11,10,0,10,7,8,56,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\analyzer\req\ISensorManager.java,13,7,6,0,6,0,0,0,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\components\core\Component.java,51,38,30,9,9,0,4,17,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\components\core\ComponentM.java,65,48,35,9,14,2,3,13,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\components\core\ComponentMFactory.java,17,10,7,2,4,0,3,8,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\components\core\Components.java,71,40,30,4,12,0,19,51,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\components\impl\ComponentFactory.java,20,12,8,2,5,0,3,8,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\components\impl\IComponentManagerFacade.java,49,35,26,3,11,0,3,8,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\components\impl\IInterfaceTags.java,11,5,4,0,4,0,2,2,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\components\impl\Manager.java,92,63,46,9,22,0,7,13,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\components\prov\IComponentManager.java,23,12,11,0,11,0,0,0,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\components\prov\IManager.java,26,11,10,0,10,7,5,49,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\connectors\core\Connector.java,52,39,30,10,9,0,4,17,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\connectors\core\ConnectorM.java,117,95,72,18,17,2,5,22,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\connectors\core\ConnectorMFactory.java,17,10,7,2,4,0,3,8,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\connectors\core\Connectors.java,73,40,30,4,14,0,19,51,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\connectors\impl\ComponentFactory.java,20,12,8,2,5,0,3,8,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\connectors\impl\IConnectorManagerFacade.java,53,38,28,4,12,0,3,8,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\connectors\impl\IInterfaceTags.java,14,7,6,0,4,0,3,8,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\connectors\impl\Manager.java,96,67,50,9,23,0,6,11,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\connectors\prov\IConnectorManager.java,24,13,12,0,11,0,0,0,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\connectors\prov\IManager.java,26,11,10,0,10,7,5,49,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\connectors\req\IComponentManager.java,16,7,6,0,6,0,3,8,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\connectors\req\ISensorManager.java,15,7,6,0,5,0,3,8,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\conn_analyzer_controller\impl\Adapter.java,33,20,12,1,6,0,7,13,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\conn_analyzer_controller\impl\ComponentFactory.java,21,12,8,2,6,0,3,8,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\conn_analyzer_controller\impl\IInterfaceTags.java,9,5,4,0,4,0,0,0,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\conn_analyzer_controller\impl\Manager.java,91,63,46,9,22,0,6,11,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\conn_analyzer_controller\prov\IManager.java,26,11,10,0,10,7,5,49,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\conn_analyzer_planner\impl\Adapter.java,21,14,10,1,7,0,0,0,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\conn_analyzer_planner\impl\ComponentFactory.java,21,12,8,2,6,0,3,8,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\conn_analyzer_planner\impl\IInterfaceTags.java,9,5,4,0,4,0,0,0,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\conn_analyzer_planner\impl\Manager.java,91,63,46,9,22,0,6,11,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\conn_analyzer_planner\prov\IManager.java,26,11,10,0,10,7,5,49,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\conn_components_connectors\impl\Adapter.java,30,23,14,2,7,0,0,0,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\conn_components_connectors\impl\ComponentFactory.java,21,12,8,2,6,0,3,8,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\conn_components_connectors\impl\IInterfaceTags.java,9,5,4,0,4,0,0,0,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\conn_components_connectors\impl\Manager.java,93,65,46,9,22,0,6,11,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\conn_components_connectors\prov\IManager.java,26,11,10,0,10,7,5,49,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\conn_components_planner\impl\Adapter.java,31,23,14,2,8,0,0,0,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\conn_components_planner\impl\ComponentFactory.java,21,12,8,2,6,0,3,8,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\conn_components_planner\impl\IInterfaceTags.java,9,5,4,0,4,0,0,0,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\conn_components_planner\impl\Manager.java,92,64,46,9,22,0,6,11,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\conn_components_planner\prov\IManager.java,26,11,10,0,10,7,5,49,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\conn_components_reader\impl\Adapter.java,20,15,9,0,5,0,0,0,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\conn_components_reader\impl\ComponentFactory.java,21,12,8,2,6,0,3,8,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\conn_components_reader\impl\IInterfaceTags.java,9,5,4,0,4,0,0,0,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\conn_components_reader\impl\Manager.java,92,64,46,9,22,0,6,11,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\conn_components_reader\prov\IManager.java,26,11,10,0,10,7,5,49,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\conn_components_variability\impl\Adapter.java,22,16,10,0,6,1,0,1,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\conn_components_variability\impl\ComponentFactory.java,21,12,8,2,6,0,3,8,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\conn_components_variability\impl\IInterfaceTags.java,9,5,4,0,4,0,0,0,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\conn_components_variability\impl\Manager.java,93,65,46,9,22,0,6,11,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\conn_components_variability\prov\IManager.java,26,11,10,0,10,7,5,49,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\conn_connectors_planner\impl\Adapter.java,30,23,14,2,7,0,0,0,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\conn_connectors_planner\impl\ComponentFactory.java,21,12,8,2,6,0,3,8,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\conn_connectors_planner\impl\IInterfaceTags.java,9,5,4,0,4,0,0,0,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\conn_connectors_planner\impl\Manager.java,92,64,46,9,22,0,6,11,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\conn_connectors_planner\prov\IManager.java,26,11,10,0,10,7,5,49,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\conn_connectors_reader\impl\Adapter.java,21,15,9,0,6,0,0,0,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\conn_connectors_reader\impl\ComponentFactory.java,21,12,8,2,6,0,3,8,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\conn_connectors_reader\impl\IInterfaceTags.java,9,5,4,0,4,0,0,0,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\conn_connectors_reader\impl\Manager.java,92,64,46,9,22,0,6,11,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\conn_connectors_reader\prov\IManager.java,26,11,10,0,10,7,5,49,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\conn_connectors_variability\impl\Adapter.java,22,16,10,0,6,0,0,0,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\conn_connectors_variability\impl\ComponentFactory.java,21,12,8,2,6,0,3,8,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\conn_connectors_variability\impl\IInterfaceTags.java,9,5,4,0,4,0,0,0,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\conn_connectors_variability\impl\Manager.java,93,65,46,9,22,0,6,11,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\conn_connectors_variability\prov\IManager.java,26,11,10,0,10,7,5,49,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\conn_controller_main\impl\Adapter.java,40,32,18,0,8,0,0,0,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\conn_controller_main\impl\ComponentFactory.java,21,12,8,2,6,0,3,8,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\conn_controller_main\impl\IInterfaceTags.java,9,5,4,0,4,0,0,0,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\conn_controller_main\impl\Manager.java,92,64,46,9,22,0,6,11,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\conn_controller_main\prov\IManager.java,26,11,10,0,10,7,5,49,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\conn_executer_controller\impl\Adapter.java,27,21,12,0,6,0,0,0,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\conn_executer_controller\impl\ComponentFactory.java,21,12,8,2,6,0,3,8,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\conn_executer_controller\impl\IInterfaceTags.java,9,5,4,0,4,0,0,0,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\conn_executer_controller\impl\Manager.java,92,64,46,9,22,0,6,11,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\conn_executer_controller\prov\IManager.java,26,11,10,0,10,7,5,49,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\conn_features_reader\impl\Adapter.java,18,13,9,0,5,0,0,0,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\conn_features_reader\impl\ComponentFactory.java,21,12,8,2,6,0,3,8,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\conn_features_reader\impl\IInterfaceTags.java,9,5,4,0,4,0,0,0,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\conn_features_reader\impl\Manager.java,91,63,46,9,22,0,6,11,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\conn_features_reader\prov\IManager.java,26,11,10,0,10,7,5,49,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\conn_features_variability\impl\Adapter.java,21,15,10,0,6,0,0,0,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\conn_features_variability\impl\ComponentFactory.java,21,12,8,2,6,0,3,8,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\conn_features_variability\impl\IInterfaceTags.java,9,5,4,0,4,0,0,0,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\conn_features_variability\impl\Manager.java,91,63,46,9,22,0,6,11,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\conn_features_variability\prov\IManager.java,26,11,10,0,10,7,5,49,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\conn_planner_controller\impl\Adapter.java,19,14,9,0,5,0,0,0,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\cosmapek\conn_planner_controller\impl\ComponentFactory.java,21,12,8,2,6,0,3,8,0,0
