File,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD,HCLOC,HCWORD
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\eShop\zCosmapek_Configurations\VisaB.java,33,11,9,0,9,0,13,29,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\eShop\zCosmapek_Configurations\VisaBSensor.java,36,19,15,1,4,0,13,32,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\eShop\zCosmapek_Configurations\VisaC.java,33,11,9,0,9,0,13,29,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\eShop\zCosmapek_Configurations\VisaCSensor.java,36,19,15,1,4,0,13,32,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\eShop\zCosmapek_Sensors\IInterfaceTags.java,42,26,25,0,6,0,10,27,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\eShop\zCosmapek_Sensors\MasterCardASensorThread.java,27,15,11,0,4,0,8,23,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\eShop\zCosmapek_Sensors\MasterCardASensorThreadFactory.java,25,16,11,3,2,0,7,21,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\eShop\zCosmapek_Sensors\MasterCardBSensorThread.java,27,15,11,0,4,0,8,23,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\eShop\zCosmapek_Sensors\MasterCardBSensorThreadFactory.java,25,16,11,3,2,0,7,21,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\eShop\zCosmapek_Sensors\VisaASensorThread.java,27,15,11,0,4,0,8,23,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\eShop\zCosmapek_Sensors\VisaASensorThreadFactory.java,25,16,11,3,2,0,7,21,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\eShop\zCosmapek_Sensors\VisaBSensorThread.java,27,15,11,0,4,0,8,23,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\eShop\zCosmapek_Sensors\VisaBSensorThreadFactory.java,25,16,11,3,2,0,7,21,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\eShop\zCosmapek_Sensors\VisaCSensorThread.java,27,15,11,0,4,0,8,23,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\eShop\zCosmapek_Sensors\VisaCSensorThreadFactory.java,25,16,11,3,2,0,7,21,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\javaGrafics\core\JavaM.java,38,10,7,0,10,0,18,61,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\javaGrafics\core\JavaMFactory.java,18,10,7,2,3,0,5,15,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\javaGrafics\impl\ComponentFactory.java,21,12,8,2,4,0,5,15,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\javaGrafics\impl\IGUIManagerFacade.java,35,13,11,0,8,0,14,54,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\javaGrafics\impl\IInterfaceTags.java,15,5,4,0,3,0,7,17,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\javaGrafics\impl\Manager.java,99,64,47,9,27,0,8,18,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\javaGrafics\prov\IGUIManager.java,18,3,2,0,3,0,12,65,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\javaGrafics\prov\IManager.java,29,11,10,0,10,7,8,55,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\masterCardA\core\MasterCardAM.java,132,75,65,6,30,0,27,101,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\masterCardA\core\MasterCardAMFactory.java,18,10,7,2,3,0,5,15,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\masterCardA\impl\ComponentFactory.java,21,12,8,2,4,0,5,15,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\masterCardA\impl\IInterfaceTags.java,15,5,4,0,3,0,7,17,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\masterCardA\impl\IMasterCardManagerFacade.java,41,19,15,2,8,0,14,54,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\masterCardA\impl\Manager.java,99,64,47,9,27,0,8,18,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\masterCardA\prov\IManager.java,29,11,10,0,10,7,8,55,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\masterCardA\prov\IMasterCardManager.java,19,5,4,0,2,0,12,65,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\masterCardASensor\core\SensorUpdaterM.java,130,73,61,4,27,0,30,251,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\masterCardASensor\core\SensorUpdaterMFactory.java,21,10,7,2,3,0,8,39,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\masterCardASensor\impl\ComponentFactory.java,21,12,8,2,4,0,5,15,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\masterCardASensor\impl\IInterfaceTags.java,20,7,6,0,3,0,10,41,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\masterCardASensor\impl\ISensorUpdaterManagerFacade.java,35,21,15,2,6,0,8,39,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\masterCardASensor\impl\Manager.java,100,68,51,9,21,0,11,42,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\masterCardASensor\prov\IManager.java,29,11,10,0,10,7,8,55,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\masterCardASensor\prov\ISensorUpdaterManager.java,15,5,4,0,2,0,8,39,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\masterCardASensor\req\IMasterCardManager.java,21,5,4,0,4,0,12,66,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\masterCardASensor\req\ISensorUpdater.java,16,5,4,0,2,0,9,40,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\masterCardB\core\MasterCardBM.java,134,84,65,6,27,0,23,102,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\masterCardB\core\MasterCardBMFactory.java,18,10,7,2,3,0,5,15,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\masterCardB\impl\ComponentFactory.java,21,12,8,2,4,0,5,15,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\masterCardB\impl\IInterfaceTags.java,15,5,4,0,3,0,7,17,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\masterCardB\impl\IMasterCardManagerFacade.java,41,19,15,2,8,0,14,54,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\masterCardB\impl\Manager.java,99,64,47,9,27,0,8,18,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\masterCardB\prov\IManager.java,29,11,10,0,10,7,8,55,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\masterCardB\prov\IMasterCardManager.java,19,5,4,0,2,0,12,65,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\masterCardBSensor\core\SensorUpdaterM.java,117,73,61,4,21,0,23,168,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\masterCardBSensor\core\SensorUpdaterMFactory.java,21,10,7,2,3,0,8,39,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\masterCardBSensor\impl\ComponentFactory.java,21,12,8,2,4,0,5,15,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\masterCardBSensor\impl\IInterfaceTags.java,20,7,6,0,3,0,10,41,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\masterCardBSensor\impl\ISensorUpdaterManagerFacade.java,35,21,15,2,6,0,8,39,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\masterCardBSensor\impl\Manager.java,100,68,51,9,21,0,11,42,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\masterCardBSensor\prov\IManager.java,29,11,10,0,10,7,8,55,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\masterCardBSensor\prov\ISensorUpdaterManager.java,15,5,4,0,2,0,8,39,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\masterCardBSensor\req\IMasterCardManager.java,21,5,4,0,4,0,12,66,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\masterCardBSensor\req\ISensorUpdater.java,16,5,4,0,2,0,9,40,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\moneyPayment\core\MoneyPaymentM.java,45,17,12,2,10,0,18,61,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\moneyPayment\core\MoneyPaymentMFactory.java,18,10,7,2,3,0,5,15,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\moneyPayment\impl\ComponentFactory.java,21,12,8,2,4,0,5,15,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\moneyPayment\impl\IInterfaceTags.java,15,5,4,0,3,0,7,17,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\moneyPayment\impl\IMoneyPaymentManagerFacade.java,43,19,15,2,10,0,14,54,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\moneyPayment\impl\Manager.java,99,64,47,9,27,0,8,18,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\moneyPayment\prov\IManager.java,29,11,10,0,10,7,8,55,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\moneyPayment\prov\IMoneyPaymentManager.java,20,5,4,0,3,0,12,65,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\payment\core\PaymentM.java,92,59,43,9,15,0,18,61,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\payment\core\PaymentMFactory.java,18,10,7,2,3,0,5,15,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\payment\impl\ComponentFactory.java,21,12,8,2,4,0,5,15,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\payment\impl\IInterfaceTags.java,19,9,8,0,3,0,7,17,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\payment\impl\IPaymentManagerFacade.java,56,34,25,7,8,0,14,54,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\payment\impl\Manager.java,108,72,55,9,28,0,8,18,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\payment\prov\IManager.java,29,11,10,0,10,7,8,55,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\payment\prov\IPaymentManager.java,27,10,9,0,5,0,12,65,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\payment\req\IBankInvoiceManager.java,20,4,3,0,4,0,12,66,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\payment\req\IBankTransferManager.java,20,4,3,0,4,0,12,66,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\payment\req\ICreditCardManager.java,23,7,6,0,4,0,12,66,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\payment\req\IMoneyPaymentManager.java,21,5,4,0,4,0,12,66,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\utils\ActivityController.java,32,22,13,2,7,0,3,8,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\utils\ActivityControllerFactory.java,15,9,6,2,3,0,3,8,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\utils\BankTransfer.java,54,30,23,5,19,0,5,15,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\utils\Carrinho.java,59,41,28,7,15,0,3,8,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\utils\IActivityController.java,16,8,7,0,5,0,3,7,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\utils\ItemCarrinho.java,27,18,13,2,6,0,3,8,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\utils\Produto.java,57,49,33,9,8,0,0,0,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\visaA\core\VisaAM.java,127,75,65,6,25,0,27,101,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\visaA\core\VisaAMFactory.java,18,10,7,2,3,0,5,15,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\visaA\impl\ComponentFactory.java,21,12,8,2,4,0,5,15,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\visaA\impl\IInterfaceTags.java,15,5,4,0,3,0,7,17,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\visaA\impl\IVisaManagerFacade.java,41,19,15,2,8,0,14,54,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\visaA\impl\Manager.java,99,64,47,9,27,0,8,18,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\visaA\prov\IManager.java,29,11,10,0,10,7,8,55,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\visaA\prov\IVisaManager.java,20,5,4,0,3,0,12,65,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\visaASensor\core\SensorUpdaterM.java,124,74,62,4,20,0,30,248,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\visaASensor\core\SensorUpdaterMFactory.java,21,10,7,2,3,0,8,39,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\visaASensor\impl\ComponentFactory.java,21,12,8,2,4,0,5,15,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\visaASensor\impl\IInterfaceTags.java,20,7,6,0,3,0,10,41,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\visaASensor\impl\ISensorUpdaterManagerFacade.java,35,21,15,2,6,0,8,39,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\visaASensor\impl\Manager.java,100,68,51,9,21,0,11,42,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\visaASensor\prov\IManager.java,29,11,10,0,10,7,8,55,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\visaASensor\prov\ISensorUpdaterManager.java,15,5,4,0,2,0,8,39,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\visaASensor\req\ISensorUpdater.java,16,5,4,0,2,0,9,40,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\visaASensor\req\IVisaManager.java,20,5,4,0,3,0,12,66,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\visaB\core\VisaBM.java,130,75,65,6,28,0,27,101,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\visaB\core\VisaBMFactory.java,18,10,7,2,3,0,5,15,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\visaB\impl\ComponentFactory.java,21,12,8,2,4,0,5,15,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\visaB\impl\IInterfaceTags.java,15,5,4,0,3,0,7,17,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\visaB\impl\IVisaManagerFacade.java,41,19,15,2,8,0,14,54,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\visaB\impl\Manager.java,99,64,47,9,27,0,8,18,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\visaB\prov\IManager.java,29,11,10,0,10,7,8,55,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\visaB\prov\IVisaManager.java,19,5,4,0,2,0,12,65,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\visaBSensor\core\SensorUpdaterM.java,122,73,61,4,19,0,30,249,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\visaBSensor\core\SensorUpdaterMFactory.java,21,10,7,2,3,0,8,39,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\visaBSensor\impl\ComponentFactory.java,21,12,8,2,4,0,5,15,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\visaBSensor\impl\IInterfaceTags.java,20,7,6,0,3,0,10,41,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\visaBSensor\impl\ISensorUpdaterManagerFacade.java,35,21,15,2,6,0,8,39,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\visaBSensor\impl\Manager.java,100,68,51,9,21,0,11,42,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\visaBSensor\prov\IManager.java,29,11,10,0,10,7,8,55,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\visaBSensor\prov\ISensorUpdaterManager.java,15,5,4,0,2,0,8,39,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\visaBSensor\req\ISensorUpdater.java,16,5,4,0,2,0,9,40,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\visaBSensor\req\IVisaManager.java,20,5,4,0,3,0,12,66,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\visaC\core\VisaCM.java,129,75,65,6,27,0,27,101,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\visaC\core\VisaCMFactory.java,18,10,7,2,3,0,5,15,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\visaC\impl\ComponentFactory.java,21,12,8,2,4,0,5,15,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\visaC\impl\IInterfaceTags.java,15,5,4,0,3,0,7,17,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\visaC\impl\IVisaManagerFacade.java,41,19,15,2,8,0,14,54,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\visaC\impl\Manager.java,99,64,47,9,27,0,8,18,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\visaC\prov\IManager.java,29,11,10,0,10,7,8,55,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\visaC\prov\IVisaManager.java,19,5,4,0,2,0,12,65,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\visaCSensor\core\SensorUpdaterM.java,123,74,62,4,19,0,30,252,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\visaCSensor\core\SensorUpdaterMFactory.java,21,10,7,2,3,0,8,39,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\visaCSensor\impl\ComponentFactory.java,21,12,8,2,4,0,5,15,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\visaCSensor\impl\IInterfaceTags.java,20,7,6,0,3,0,10,41,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\visaCSensor\impl\ISensorUpdaterManagerFacade.java,35,21,15,2,6,0,8,39,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\visaCSensor\impl\Manager.java,100,68,51,9,21,0,11,42,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\visaCSensor\prov\IManager.java,29,11,10,0,10,7,8,55,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\visaCSensor\prov\ISensorUpdaterManager.java,15,5,4,0,2,0,8,39,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\visaCSensor\req\ISensorUpdater.java,16,5,4,0,2,0,9,40,0,0
D:\Arquivos Jane\Dropbox\facom\TCC_MAPE_Android\EShop\app\src\main\java\visaCSensor\req\IVisaManager.java,20,5,4,0,3,0,12,66,0,0
